vehicle classification-image02.png,12,0,0,2,2022-01-19,09:56:58.4202,woensdag,januari,2022
vehicle classification-image02.png,12,0,0,2,2022-01-19,10:38:35.9442,woensdag,januari,2022
Picture sideways.jpg,6,0,0,0,2022-01-19,10:39:25.5142,woensdag,januari,2022
Picture/Test4.png,13,0,0,0,2022-01-19,10:43:35.0449,woensdag,januari,2022
Picture/Test4.png,13,0,0,0,2022-01-19,11:00:59.8059,woensdag,januari,2022
